epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
100,10.748256,17.0677,32.5705,15.515674,11.6688,22.3862,1.4436,0.0908,5.0,0.05774491,740.93,9950,16311,100,19.6,10.5983,9.5078,18.722,6.3518,21.7127,82.6903,21.6877,56.8539,55.5695,40.5169,67.3752
101,10.595946,17.4128,33.1576,15.85116,10.7659,20.998,1.496,0.083,5.0,0.05697577,553.78,9950,16311,100,19.7942,10.6123,9.6845,19.2236,6.3605,21.9619,,,,,,
102,10.559639,17.5302,33.033,15.458388,11.8144,22.4735,1.4639,0.0927,5.0,0.05620494,553.91,9950,16311,100,19.9981,10.9035,9.4302,18.7106,6.2576,21.7115,,,,,,
103,10.452057,17.9064,33.5961,15.191662,11.6008,22.7454,1.4535,0.0907,5.0,0.05543261,553.94,9950,16311,100,20.3087,10.9986,9.7583,19.3946,6.4421,22.3288,,,,,,
104,10.295718,18.6997,34.4181,15.082592,12.0183,23.3764,1.4649,0.0926,5.0,0.05465896,553.91,9950,16311,100,20.6096,11.1163,9.9369,19.4642,6.611,22.5279,,,,,,
105,10.223512,18.8051,34.8112,15.229892,11.4358,22.5221,1.4897,0.0883,5.0,0.05388419,741.26,9950,16311,100,20.8038,11.2748,9.9272,19.5662,6.4819,22.5773,84.7009,22.1813,59.1387,57.5689,42.4375,70.0843
106,10.090427,19.2796,35.6811,15.572435,11.6979,21.9493,1.5433,0.0896,5.0,0.05310848,553.99,9950,16311,100,20.5126,11.0813,9.801,19.4115,6.5149,22.4001,,,,,,
107,9.936462,19.6127,36.3233,15.456509,11.5232,22.5415,1.5555,0.0877,5.0,0.05233202,553.98,9950,16311,100,20.6582,11.216,9.8146,19.3318,6.4994,22.4166,,,,,,
108,9.877596,19.9794,36.6732,15.558655,11.2319,21.6484,1.5751,0.086,5.0,0.05155499,553.99,9950,16311,99,20.2602,10.9345,9.6262,18.9375,6.444,22.1565,,,,,,
109,9.745955,20.3317,37.3466,14.353001,14.7364,26.6479,1.4727,0.1176,5.0,0.05077759,554.01,9950,16311,100,20.8038,11.338,9.9738,19.546,6.5799,22.5066,,,,,,
