epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
90,14.597265,7.2253,15.1742,15.380673,8.3778,16.4547,1.0537,0.0748,5.0,0.06214901,382.63,10355,16311,99,16.1052,9.0113,7.2575,15.137,4.8141,17.704,60.1001,16.3477,36.6106,39.3979,24.6529,47.0201
91,14.517798,7.1151,15.4664,18.844644,4.65,9.3874,1.298,0.0391,5.0,0.06135381,269.43,10355,16311,99,13.7365,7.7301,6.2829,13.3602,4.2491,15.9519,,,,,,
92,14.367192,7.6182,16.0342,14.947797,9.1156,17.6973,1.0404,0.0791,5.0,0.06055558,269.46,10355,16311,99,16.9013,9.4336,7.6109,15.892,5.0762,18.5322,,,,,,
93,14.298695,7.8338,16.4942,15.562658,8.7661,17.3284,1.0884,0.0781,5.0,0.05975452,269.43,10355,16311,99,16.8139,9.381,7.5313,15.9147,5.0053,18.5009,,,,,,
94,14.155848,8.095,16.8943,14.667952,10.1349,18.6681,1.0362,0.0919,5.0,0.05895084,269.42,10355,16311,99,16.5227,9.1414,7.609,15.7825,5.0898,18.6032,,,,,,
95,14.004775,8.2579,17.5842,18.683226,6.2227,12.1153,1.3341,0.0543,5.0,0.05814477,382.67,10355,16311,99,14.0957,7.8282,6.4479,13.4083,4.3122,15.993,55.1219,14.8275,33.3875,35.6356,22.4615,42.7312
96,13.863241,8.8472,18.3005,16.754898,7.9992,14.9209,1.2086,0.0736,5.0,0.05733652,269.42,10355,16311,99,16.1732,9.0853,7.2342,15.3174,4.8636,18.149,,,,,,
97,13.668212,9.288,19.012,15.975696,7.8827,15.3577,1.1688,0.0691,5.0,0.05652631,269.43,10355,16311,99,16.7265,9.2978,7.6245,16.0157,5.1102,18.6638,,,,,,
98,13.476609,9.6713,19.9176,13.997621,11.5329,21.9202,1.0387,0.101,5.0,0.05571435,269.45,10355,16311,99,18.0759,10.2746,8.3992,17.5778,5.5674,20.2725,,,,,,
99,13.428296,9.8702,20.2793,17.28402,8.2031,15.7946,1.2871,0.0722,5.0,0.05490086,269.45,10355,16311,99,15.348,8.3919,6.7741,14.2902,4.4306,16.6157,,,,,,
100,13.233169,10.4259,20.8783,19.41221,7.3003,13.7074,1.4669,0.0646,5.0,0.05408605,382.87,10355,16311,99,14.154,7.7948,6.1703,12.9455,4.0802,15.2488,60.2199,16.41,36.7084,39.468,24.5947,46.887
101,13.045633,10.9961,22.0234,14.051292,12.4939,22.9007,1.0771,0.111,5.0,0.05327016,269.39,10355,16311,99,17.8041,9.9686,8.205,16.8784,5.4927,19.7677,,,,,,
102,12.922426,11.0896,22.1719,14.460228,12.3192,22.1629,1.119,0.1087,5.0,0.05245338,269.42,10355,16311,98,17.5905,9.8489,8.0031,16.6319,5.3053,19.3042,,,,,,
103,12.679327,11.9089,23.4248,15.371431,11.3387,20.2699,1.2123,0.1008,5.0,0.05163595,269.45,10355,16311,99,16.8139,9.2581,7.6323,15.8026,5.015,18.3231,,,,,,
104,12.530111,12.5485,24.0549,15.363096,12.1542,22.0464,1.2261,0.1093,5.0,0.05081809,269.51,10355,16311,99,16.7848,9.3638,7.5197,15.6201,4.9325,18.2544,,,,,,
105,12.40301,12.8983,24.9197,20.464128,7.7565,13.9598,1.6499,0.0668,5.0,0.05,382.82,10355,16311,100,14.4937,8.0497,6.3159,13.4702,4.0258,15.4705,60.5122,16.3127,37.5856,39.6358,25.3057,47.1802
106,12.195078,13.3367,25.5833,18.699022,8.805,16.4741,1.5333,0.0772,5.0,0.04918191,269.41,10355,16311,99,15.3771,8.6429,6.9333,14.7772,4.5335,17.0113,,,,,,
107,12.065402,13.9428,26.6326,15.461144,11.397,20.4932,1.2814,0.0998,5.0,0.04836405,269.43,10355,16311,99,17.4352,9.8249,8.1021,16.743,5.3674,19.4994,,,,,,
108,11.847331,14.6567,27.6173,14.122546,14.2316,24.8228,1.192,0.1251,5.0,0.04754662,269.44,10355,16311,99,17.8235,10.0387,8.2807,17.2168,5.4072,19.7869,,,,,,
