epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
75,1.055876,75.1198,93.6302,2.152403,56.5867,78.3225,2.0385,0.5136,5.0,0.07589248,262.2,7785,16311,100,12.2998,6.5045,5.2461,11.026,3.3667,13.0278,41.1474,10.7937,20.6667,23.4903,13.4128,28.444
76,1.030446,75.6902,93.7788,2.001153,58.2176,80.6718,1.942,0.5265,5.0,0.07522414,177.31,7785,16311,99,13.2608,6.8964,5.7276,12.0502,3.6695,14.2786,,,,,,
77,1.006821,76.1407,94.04,2.406374,51.3348,74.7306,2.3901,0.4536,5.0,0.0745497,177.43,7785,16311,99,13.0473,6.81,5.5257,11.637,3.5676,13.9742,,,,,,
78,0.999572,76.5481,93.9513,2.530583,51.8979,73.1871,2.5317,0.4814,5.0,0.07386933,177.42,7785,16311,99,11.3387,5.9518,4.7879,10.321,3.0366,11.9602,,,,,,
79,0.984958,76.8549,94.1502,1.706378,63.0424,84.7976,1.7324,0.5729,5.0,0.07318318,177.43,7785,16311,99,13.5035,7.0705,6.0169,12.7478,3.8705,15.0699,,,,,,
80,0.963972,77.4588,94.2844,1.801362,61.2562,83.6909,1.8687,0.5554,5.0,0.07249142,262.19,7785,16311,99,13.3676,7.0225,5.7509,11.9943,3.8016,14.5669,48.3392,12.5637,24.8322,27.6905,16.2383,33.4945
81,0.942225,77.9788,94.6678,2.448851,52.6842,74.9053,2.599,0.4776,5.0,0.07179422,177.37,7785,16311,100,12.7366,6.6214,5.4597,11.5204,3.5404,13.7515,,,,,,
82,0.927393,78.2448,94.6031,2.064136,57.7226,80.3223,2.2257,0.5244,5.0,0.07109175,177.4,7785,16311,99,12.892,6.8125,5.2558,11.2257,3.4181,13.4053,,,,,,
83,0.911671,78.5468,94.8955,2.686538,49.7233,71.0319,2.9468,0.448,5.0,0.07038418,177.4,7785,16311,99,11.3387,6.0628,4.584,9.8429,2.9114,11.6248,,,,,,
84,0.888842,79.1291,95.1639,2.682129,49.0341,71.2843,3.0176,0.4574,5.0,0.06967168,177.37,7785,16311,99,11.3096,5.9058,4.6714,10.0974,2.9987,11.9248,,,,,,
